No. de cuenta / control,Año de nacimiento,Grado que cursas actualmente:,¿Cuál es el ingreso familiar mensual?,¿Cuál es el ingreso personal mensual?,"Pensando en el jefe o jefa del hogar , ¿cuál fue el último grado de estudios que aprobó en la escuela?",Ocupación actual del padre,Ocupación actual de la madre,"¿Cuántos automóviles, camionetas cerradas, vans o pick-ups tiene este hogar?",Seleccione los servicios y bienes con los que cuenta en su casa,"Sin tomar en cuenta la conexión móvil desde algún celular, ¿su hogar cuenta con internet?",¿Cuántos cuartos tiene su casa que se utilizan para dormir?,"¿Cuántas personas viven en su casa, incluido usted?",¿Cuántos baños completos tiene esta vivienda con excusado/WC y regadera?,¿Cuántas personas de 14 años o más trabajan actualmente o trabajaron el mes pasado?,"A la semana, ¿qué tanto consume los siguientes alimentos? [Carne]","A la semana, ¿qué tanto consume los siguientes alimentos? [Huevos]","A la semana, ¿qué tanto consume los siguientes alimentos? [Leche]","A la semana, ¿qué tanto consume los siguientes alimentos? [Frutas y verduras]","A la semana, ¿qué tanto consume los siguientes alimentos? [Frijoles/arroz/lentejas]","A la semana, ¿qué tanto consume los siguientes alimentos? [Pan]","A la semana, ¿qué tanto consume los siguientes alimentos? [Cereales]",origen_registro
SINT-0805,2005,Universidad.,"$5,001–10,000","$3,001–6,000",Preparatoria incompleta,Comerciante,Comerciante,2,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Calculadora, Computadora, Diccionario o enciclopedia",Si,3,4,1,2,1–2 porciones,3–5 porciones,1–2 porciones,6–10 porciones,6–10 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0806,2002,Universidad.,"Más de $20,000","$3,001–6,000",Secundaria completa,Comerciante,Comerciante,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Teléfono celular",Si,2,6,1,1,1–2 porciones,1–2 porciones,Nunca,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0807,2003,Universidad.,"$10,001–20,000","$3,001–6,000",Preparatoria completa,Empleado,Trabajo informal/obrera,0,Drenaje; Agua entubada; Alumbrado público; Recolección periódica de basura; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Calculadora,Si,2,3,1,2,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0808,2006,Universidad.,"$5,001–10,000","Menos de $3,000",Secundaria incompleta,Empleado,Comerciante,1,"Drenaje, Agua entubada, Alumbrado público, Calentador de gas para agua, Un cuarto propio para dormir, Teléfono celular, Televisión, Televisión por cable o satélite, Computadora, Diccionario o enciclopedia",Si,3,4,1,4,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0809,2009,No estoy estudiando actuamente.,"$10,001–20,000",No tengo ingresos,Licenciatura completa,Profesionista,Trabajo informal/obrera,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión; Computadora; Suscripción a revista o periódico,Si,4,6,2,3,1–2 porciones,1–2 porciones,6–10 porciones,1–2 porciones,6–10 porciones,3–5 porciones,1–2 porciones,sintetico
SINT-0810,2008,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Trabajo informal/obrero,Desempleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un lugar exclusivo para estudiar; Teléfono celular; Televisión,Si,2,5,1,2,6–10 porciones,6–10 porciones,6–10 porciones,6–10 porciones,3–5 porciones,3–5 porciones,1–2 porciones,sintetico
SINT-0811,2009,No estoy estudiando actuamente.,"$5,001–10,000","Menos de $3,000",Preparatoria completa,Trabajo informal/obrero,Comerciante,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión; Calculadora; Computadora,No,3,5,2,3,1–2 porciones,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,sintetico
SINT-0812,2009,Preparatoria/Bachillerato.,"$5,001–10,000","Menos de $3,000",Secundaria completa,Comerciante,Empleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Televisión por cable o satélite; Reproductor DVD; Calculadora; Computadora; Diccionario o enciclopedia,Si,2,4,1,2,1–2 porciones,3–5 porciones,6–10 porciones,3–5 porciones,6–10 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0813,2008,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Preparatoria completa,Empleado,Comerciante,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Televisión; Computadora; Diccionario o enciclopedia,Si,3,3,1,1,3–5 porciones,1–2 porciones,6–10 porciones,3–5 porciones,3–5 porciones,6–10 porciones,3–5 porciones,sintetico
SINT-0814,2008,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Preparatoria incompleta,Empleado,Desempleada,0,"Drenaje, Agua entubada, Alumbrado público, Calentador de gas para agua, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Diccionario o enciclopedia",Si,2,4,1,0,1–2 porciones,1–2 porciones,3–5 porciones,6–10 porciones,1–2 porciones,3–5 porciones,1–2 porciones,sintetico
SINT-0815,2009,Preparatoria/Bachillerato.,"Menos de $5,000",No tengo ingresos,Primaria completa,Trabajo informal/obrero,Comerciante,0,Drenaje; Agua entubada; Alumbrado público; Recolección periódica de basura; Un cuarto propio para dormir; Teléfono celular,Si,3,2,1,3,1–2 porciones,3–5 porciones,Nunca,3–5 porciones,3–5 porciones,6–10 porciones,3–5 porciones,sintetico
SINT-0816,2008,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Secundaria incompleta,Trabajo informal/obrero,Trabajo informal/obrera,0,Drenaje; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Teléfono celular; Televisión; Calculadora; Computadora,Si,1,5,1,1,6–10 porciones,6–10 porciones,6–10 porciones,6–10 porciones,3–5 porciones,3–5 porciones,1–2 porciones,sintetico
SINT-0817,2008,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Trabajo informal/obrero,Comerciante,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono; Teléfono celular; Televisión; Computadora; Diccionario o enciclopedia,Si,2,5,1,3,1–2 porciones,1–2 porciones,3–5 porciones,3–5 porciones,6–10 porciones,3–5 porciones,6–10 porciones,sintetico
SINT-0818,2010,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Secundaria completa,Trabajo informal/obrero,Trabajo informal/obrera,0,Drenaje; Alumbrado público; Calles pavimentadas; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Computadora,Si,2,4,1,2,1–2 porciones,3–5 porciones,Nunca,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0819,2009,Preparatoria/Bachillerato.,"Menos de $5,000",No tengo ingresos,Primaria completa,Comerciante,Trabajo informal/obrera,0,Drenaje; Agua entubada; Alumbrado público; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión,Si,2,5,1,2,1–2 porciones,6–10 porciones,6–10 porciones,6–10 porciones,6–10 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0820,2010,Preparatoria/Bachillerato.,"Menos de $5,000",No tengo ingresos,Secundaria completa,Empleado,Empleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono; Teléfono celular; Televisión; Computadora; Diccionario o enciclopedia,Si,3,3,1,3,3–5 porciones,3–5 porciones,3–5 porciones,6–10 porciones,6–10 porciones,6–10 porciones,3–5 porciones,sintetico
SINT-0821,2003,Universidad.,"Más de $20,000","Menos de $3,000",Licenciatura completa,Empleado,Desempleada,2,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Videograbadora, Reproductor DVD, Calculadora, Computadora, Diccionario o enciclopedia",Si,4,5,3,4,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0822,2009,Preparatoria/Bachillerato.,"Más de $20,000",No tengo ingresos,Licenciatura incompleta,Trabajo informal/obrero,Profesionista,3,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Televisión; Televisión por cable o satélite; Reproductor DVD; Calculadora; Diccionario o enciclopedia,Si,3,4,2,2,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,6–10 porciones,6–10 porciones,1–2 porciones,sintetico
SINT-0823,2006,Universidad.,"$5,001–10,000","Menos de $3,000",Licenciatura completa,Trabajo informal/obrero,Profesionista,1,"Drenaje, Alumbrado público, Calles pavimentadas, Calentador de gas para agua, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Calculadora, Computadora, Diccionario o enciclopedia",Si,2,3,1,2,3–5 porciones,1–2 porciones,1–2 porciones,6–10 porciones,6–10 porciones,6–10 porciones,3–5 porciones,sintetico
SINT-0824,2008,Preparatoria/Bachillerato.,"Menos de $5,000",No tengo ingresos,Primaria incompleta,Trabajo informal/obrero,Trabajo informal/obrera,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Calculadora; Diccionario o enciclopedia,No,2,4,1,2,6–10 porciones,1–2 porciones,3–5 porciones,3–5 porciones,Más de 10,3–5 porciones,6–10 porciones,sintetico
SINT-0825,2010,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Primaria completa,Empleado,Trabajo informal/obrera,0,Drenaje; Agua entubada; Alumbrado público; Recolección periódica de basura; Un cuarto propio para dormir; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Computadora; Diccionario o enciclopedia,Si,2,5,1,2,3–5 porciones,3–5 porciones,1–2 porciones,Nunca,3–5 porciones,3–5 porciones,6–10 porciones,sintetico
SINT-0826,2008,Preparatoria/Bachillerato.,"Más de $20,000","Más de $6,000",Licenciatura incompleta,Empleado,Profesionista,2,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Calculadora, Computadora, Diccionario o enciclopedia, Suscripción a revista o periódico",Si,4,3,2,2,Más de 10,3–5 porciones,Nunca,Más de 10,1–2 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0827,2008,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Comerciante,Empleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión; Videograbadora; Calculadora,No,3,3,2,3,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,6–10 porciones,6–10 porciones,1–2 porciones,sintetico
SINT-0828,1993,Universidad.,"$5,001–10,000","Menos de $3,000",Primaria completa,Empleado,Comerciante,0,"Drenaje, Agua entubada, Alumbrado público, Teléfono, Teléfono celular, Televisión, Calculadora, Computadora",Si,1,5,1,3,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0829,2010,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Preparatoria incompleta,Trabajo informal/obrero,Desempleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono; Teléfono celular; Televisión; Calculadora,No,2,5,1,1,1–2 porciones,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0830,1993,Universidad.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Empleado,Comerciante,1,"Calentador de gas para agua, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión, Computadora",Si,2,5,1,0,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0831,2009,Preparatoria/Bachillerato.,"$5,001–10,000","Menos de $3,000",Carrera técnica,Empleado,Comerciante,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión; Calculadora; Computadora; Diccionario o enciclopedia; Suscripción a revista o periódico,Si,3,6,1,1,6–10 porciones,3–5 porciones,1–2 porciones,3–5 porciones,6–10 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0832,2009,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Licenciatura incompleta,Empleado,Trabajo informal/obrera,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Televisión por cable o satélite; Videograbadora; Calculadora; Diccionario o enciclopedia,Si,4,3,2,2,3–5 porciones,6–10 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,sintetico
SINT-0833,2008,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Trabajo informal/obrero,Trabajo informal/obrera,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Reproductor DVD; Calculadora; Computadora,Si,2,2,1,2,1–2 porciones,3–5 porciones,Nunca,3–5 porciones,3–5 porciones,6–10 porciones,3–5 porciones,sintetico
SINT-0834,2008,Preparatoria/Bachillerato.,"Más de $20,000",No tengo ingresos,Preparatoria incompleta,Comerciante,Comerciante,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Calculadora; Computadora,Si,4,6,1,2,1–2 porciones,3–5 porciones,1–2 porciones,1–2 porciones,6–10 porciones,1–2 porciones,3–5 porciones,sintetico
SINT-0835,2006,Universidad.,"Menos de $5,000",No tengo ingresos,Licenciatura completa,Empleado,Empleada,2,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono; Teléfono celular; Televisión; Calculadora; Computadora; Diccionario o enciclopedia,Si,3,4,1,2,1–2 porciones,1–2 porciones,3–5 porciones,6–10 porciones,1–2 porciones,3–5 porciones,1–2 porciones,sintetico
SINT-0836,2009,Preparatoria/Bachillerato.,"Menos de $5,000","Menos de $3,000",Secundaria completa,Desempleado,Empleada,0,Drenaje; Agua entubada; Alumbrado público; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión; Calculadora,No,1,4,1,3,3–5 porciones,3–5 porciones,Nunca,6–10 porciones,6–10 porciones,1–2 porciones,3–5 porciones,sintetico
SINT-0837,2006,Universidad.,"$10,001–20,000",No tengo ingresos,Carrera comercial,Comerciante,Desempleada,mas de 3,"Drenaje, Alumbrado público, Calles pavimentadas, Calentador de gas para agua, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono, Teléfono celular, Televisión, Videograbadora, Calculadora, Computadora",Si,5,5,2,2,1–2 porciones,Más de 10,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0838,2010,Preparatoria/Bachillerato.,"Menos de $5,000","Menos de $3,000",Preparatoria completa,Comerciante,Desempleada,2,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Calculadora; Computadora; Diccionario o enciclopedia; Suscripción a revista o periódico,No,1,4,1,2,1–2 porciones,3–5 porciones,1–2 porciones,6–10 porciones,3–5 porciones,3–5 porciones,6–10 porciones,sintetico
SINT-0839,2006,Universidad.,"$5,001–10,000","Menos de $3,000",Preparatoria completa,Empleado,Desempleada,0,"Drenaje, Agua entubada, Alumbrado público, Teléfono celular, Televisión, Reproductor DVD, Calculadora, Computadora",Si,2,5,1,4,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0840,2006,Universidad.,"$5,001–10,000","$3,001–6,000",Secundaria incompleta,Comerciante,Desempleada,0,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono, Teléfono celular, Televisión, Calculadora, Computadora, Diccionario o enciclopedia",Si,3,4,1,2,3–5 porciones,6–10 porciones,6–10 porciones,6–10 porciones,Más de 10,Más de 10,Más de 10,sintetico
SINT-0841,2009,Preparatoria/Bachillerato.,"$5,001–10,000","Menos de $3,000",Preparatoria completa,Trabajo informal/obrero,Desempleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Calentador de gas para agua; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Computadora; Diccionario o enciclopedia,Si,1,3,1,1,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,6–10 porciones,3–5 porciones,1–2 porciones,sintetico
SINT-0842,2006,Universidad.,"$10,001–20,000",No tengo ingresos,Carrera comercial,Comerciante,Desempleada,mas de 3,"Drenaje, Alumbrado público, Calles pavimentadas, Calentador de gas para agua, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono, Teléfono celular, Televisión, Videograbadora, Calculadora, Computadora",Si,5,5,2,2,1–2 porciones,3–5 porciones,6–10 porciones,3–5 porciones,3–5 porciones,3–5 porciones,Más de 10,sintetico
SINT-0843,2010,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Primaria completa,Trabajo informal/obrero,Empleada,0,Drenaje; Agua entubada; Calles pavimentadas; Recolección periódica de basura; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora,Si,2,4,1,1,1–2 porciones,6–10 porciones,1–2 porciones,Más de 10,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0844,2006,Universidad.,"$5,001–10,000","$3,001–6,000",Licenciatura completa,Empleado,Empleada,1,"Agua entubada, Alumbrado público, Calles pavimentadas, Calentador de gas para agua, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión por cable o satélite, Calculadora, Computadora",Si,3,4,1,0,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0845,2005,Universidad.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Desempleado,Desempleada,0,"Drenaje, Teléfono celular, Televisión, Computadora",Si,4,6,1,0,1–2 porciones,1–2 porciones,6–10 porciones,1–2 porciones,Más de 10,1–2 porciones,3–5 porciones,sintetico
SINT-0846,2010,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Preparatoria incompleta,Trabajo informal/obrero,Trabajo informal/obrera,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Televisión; Televisión por cable o satélite; Calculadora; Computadora,Si,2,6,1,2,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,Más de 10,6–10 porciones,6–10 porciones,sintetico
SINT-0847,2009,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Preparatoria incompleta,Desempleado,Trabajo informal/obrera,1,Drenaje; Agua entubada; Alumbrado público; Recolección periódica de basura; Calentador de gas para agua; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Televisión por cable o satélite,Si,2,4,0,3,1–2 porciones,Más de 10,6–10 porciones,1–2 porciones,3–5 porciones,6–10 porciones,6–10 porciones,sintetico
SINT-0848,2008,Preparatoria/Bachillerato.,"Menos de $5,000",No tengo ingresos,Preparatoria completa,Comerciante,Desempleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión; Televisión por cable o satélite,Si,2,4,1,1,1–2 porciones,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0849,2009,Preparatoria/Bachillerato.,"$5,001–10,000","$3,001–6,000",Licenciatura completa,Empleado,Empleada,1,"Agua entubada, Alumbrado público, Calles pavimentadas, Calentador de gas para agua, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión por cable o satélite, Calculadora, Computadora",Si,3,4,1,0,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0850,2009,Preparatoria/Bachillerato.,"Menos de $5,000",No tengo ingresos,Secundaria completa,Trabajo informal/obrero,Desempleada,0,Drenaje; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Teléfono celular; Televisión; Calculadora; Diccionario o enciclopedia,Si,2,3,1,1,1–2 porciones,6–10 porciones,1–2 porciones,Más de 10,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0851,2009,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Secundaria incompleta,Trabajo informal/obrero,Empleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión,Si,1,3,1,1,1–2 porciones,3–5 porciones,Nunca,3–5 porciones,3–5 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0852,2004,Universidad.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Comerciante,Comerciante,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un lugar exclusivo para estudiar; Televisión; Reproductor DVD; Calculadora,Si,3,4,1,1,1–2 porciones,6–10 porciones,3–5 porciones,1–2 porciones,3–5 porciones,1–2 porciones,Más de 10,sintetico
SINT-0853,2002,Universidad.,"$5,001–10,000","Menos de $3,000",Licenciatura incompleta,Empleado,Desempleada,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Teléfono, Teléfono celular, Televisión, Calculadora, Computadora, Diccionario o enciclopedia",Si,3,5,1,2,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0854,2002,Universidad.,"$10,001–20,000",No tengo ingresos,Carrera técnica,Comerciante,Desempleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Computadora; Diccionario o enciclopedia; Suscripción a revista o periódico,Si,3,3,2,2,6–10 porciones,6–10 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,sintetico
SINT-0855,2010,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Carrera técnica,Trabajo informal/obrero,Empleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Calculadora,Si,2,4,1,2,3–5 porciones,6–10 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0856,2009,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Preparatoria completa,Empleado,Empleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Diccionario o enciclopedia,Si,3,3,2,2,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,6–10 porciones,3–5 porciones,sintetico
SINT-0857,2006,Universidad.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Empleado,Empleada,1,"Drenaje, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Un cuarto propio para dormir, Teléfono celular, Televisión",Si,3,5,1,2,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0858,2010,Preparatoria/Bachillerato.,"$10,001–20,000","$3,001–6,000",Preparatoria completa,Empleado,Trabajo informal/obrera,0,Drenaje; Agua entubada; Alumbrado público; Recolección periódica de basura; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Calculadora,Si,2,3,1,2,3–5 porciones,3–5 porciones,6–10 porciones,1–2 porciones,3–5 porciones,3–5 porciones,Nunca,sintetico
SINT-0859,2008,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Trabajo informal/obrero,Profesionista,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión por cable o satélite; Calculadora; Diccionario o enciclopedia,Si,2,3,1,1,1–2 porciones,1–2 porciones,6–10 porciones,1–2 porciones,6–10 porciones,3–5 porciones,1–2 porciones,sintetico
SINT-0860,2008,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Preparatoria incompleta,Comerciante,Profesionista,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un lugar exclusivo para estudiar; Teléfono; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Computadora,Si,3,6,2,1,3–5 porciones,1–2 porciones,3–5 porciones,6–10 porciones,6–10 porciones,6–10 porciones,3–5 porciones,sintetico
SINT-0861,2010,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Preparatoria incompleta,Trabajo informal/obrero,Desempleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono; Teléfono celular; Televisión; Calculadora,No,2,5,1,1,1–2 porciones,6–10 porciones,1–2 porciones,Más de 10,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0862,2006,Universidad.,"$5,001–10,000",No tengo ingresos,Licenciatura incompleta,Comerciante,Comerciante,1,"Agua entubada, Recolección periódica de basura, Teléfono, Televisión, Televisión por cable o satélite, Calculadora",Si,3,4,1,0,1–2 porciones,1–2 porciones,Nunca,1–2 porciones,6–10 porciones,6–10 porciones,6–10 porciones,sintetico
SINT-0863,2007,Preparatoria/Bachillerato.,"$10,001–20,000","$3,001–6,000",Preparatoria completa,Empleado,Trabajo informal/obrera,0,Drenaje; Agua entubada; Alumbrado público; Recolección periódica de basura; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Calculadora,Si,2,3,1,2,1–2 porciones,1–2 porciones,3–5 porciones,6–10 porciones,1–2 porciones,3–5 porciones,6–10 porciones,sintetico
