No. de cuenta / control,Año de nacimiento,Grado que cursas actualmente:,¿Cuál es el ingreso familiar mensual?,¿Cuál es el ingreso personal mensual?,"Pensando en el jefe o jefa del hogar , ¿cuál fue el último grado de estudios que aprobó en la escuela?",Ocupación actual del padre,Ocupación actual de la madre,"¿Cuántos automóviles, camionetas cerradas, vans o pick-ups tiene este hogar?",Seleccione los servicios y bienes con los que cuenta en su casa,"Sin tomar en cuenta la conexión móvil desde algún celular, ¿su hogar cuenta con internet?",¿Cuántos cuartos tiene su casa que se utilizan para dormir?,"¿Cuántas personas viven en su casa, incluido usted?",¿Cuántos baños completos tiene esta vivienda con excusado/WC y regadera?,¿Cuántas personas de 14 años o más trabajan actualmente o trabajaron el mes pasado?,"A la semana, ¿qué tanto consume los siguientes alimentos? [Carne]","A la semana, ¿qué tanto consume los siguientes alimentos? [Huevos]","A la semana, ¿qué tanto consume los siguientes alimentos? [Leche]","A la semana, ¿qué tanto consume los siguientes alimentos? [Frutas y verduras]","A la semana, ¿qué tanto consume los siguientes alimentos? [Frijoles/arroz/lentejas]","A la semana, ¿qué tanto consume los siguientes alimentos? [Pan]","A la semana, ¿qué tanto consume los siguientes alimentos? [Cereales]",origen_registro
54281,2004,No estoy estudiando actuamente.,"$5,001–10,000","Menos de $3,000",Preparatoria completa,Empleado,Empleada,1,"Teléfono, Teléfono celular, Televisión, Calculadora, Computadora, Diccionario o enciclopedia",Si,2,5,1,3,1–2 porciones,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,real
2126811,2002,No estoy estudiando actuamente.,"$5,001–10,000","Menos de $3,000",Primaria completa,Trabajo informal/obrero,Desempleada,0,"Drenaje, Agua entubada, Alumbrado público, Teléfono",Si,1,5,1,3,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,,,real
22737689,1985,Preparatoria/Bachillerato.,"$5,001–10,000","Menos de $3,000",Licenciatura completa,Empleado,Comerciante,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono celular, Televisión",Si,3,5,1,0,1–2 porciones,Nunca,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,real
2472953,2002,Universidad.,"$5,001–10,000",No tengo ingresos,Carrera técnica,Empleado,Desempleada,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono celular, Televisión, Calculadora, Computadora, Diccionario o enciclopedia",Si,3,4,1,3,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,1–2 porciones,real
2426468,2006,Universidad.,"$5,001–10,000",No tengo ingresos,Licenciatura incompleta,Comerciante,Comerciante,1,"Agua entubada, Recolección periódica de basura, Teléfono, Televisión, Televisión por cable o satélite, Calculadora",Si,3,4,1,0,3–5 porciones,6–10 porciones,6–10 porciones,1–2 porciones,6–10 porciones,6–10 porciones,6–10 porciones,real
2026905,2002,Universidad.,"$5,001–10,000","$3,001–6,000",Carrera técnica,Profesionista,Desempleada,1,"Drenaje, Calles pavimentadas, Calentador de gas para agua, Un cuarto propio para dormir, Televisión, Computadora",Si,4,5,1,3,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,real
2227001,2004,Universidad.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Comerciante,Empleada,1,"Drenaje, Agua entubada, Alumbrado público, Teléfono, Teléfono celular, Televisión, Calculadora",Si,2,5,1,2,1–2 porciones,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,1–2 porciones,Nunca,real
2472994,2006,Universidad.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Desempleado,Empleada,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Videograbadora, Reproductor DVD, Calculadora, Computadora, Diccionario o enciclopedia",Si,4,5,2,0,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,real
2273725,2004,Universidad.,"$5,001–10,000","$3,001–6,000",Preparatoria completa,Desempleado,Empleada,1,"Alumbrado público, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Videograbadora, Reproductor DVD, Calculadora, Computadora, Diccionario o enciclopedia",Si,4,3,1,2,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,real
2623162,2005,Universidad.,"Menos de $5,000",No tengo ingresos,Secundaria completa,Empleado,Desempleada,0,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Un cuarto propio para dormir, Teléfono celular, Televisión por cable o satélite, Computadora",Si,3,4,1,2,3–5 porciones,6–10 porciones,1–2 porciones,6–10 porciones,1–2 porciones,Nunca,1–2 porciones,real
2472990,2006,Universidad.,"$5,001–10,000","$3,001–6,000",Preparatoria incompleta,Comerciante,Comerciante,2,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Calculadora, Computadora, Diccionario o enciclopedia",Si,3,4,1,2,1–2 porciones,1–2 porciones,1–2 porciones,6–10 porciones,1–2 porciones,1–2 porciones,1–2 porciones,real
2326259,20,Universidad.,"$5,001–10,000","Más de $6,000",Preparatoria completa,Trabajo informal/obrero,Empleada,0,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Un cuarto propio para dormir, Teléfono celular, Televisión, Calculadora, Diccionario o enciclopedia",Si,2,1,1,1,1–2 porciones,3–5 porciones,Nunca,3–5 porciones,1–2 porciones,Nunca,Nunca,real
Marcosroman,2006,No estoy estudiando actuamente.,"Menos de $5,000",No tengo ingresos,Licenciatura incompleta,Comerciante,Profesionista,3,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Videograbadora, Reproductor DVD, Calculadora, Computadora, Diccionario o enciclopedia, Suscripción a revista o periódico",No,3,4,2,2,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,real
2473001,2006,Universidad.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Profesionista,Profesionista,1,"Drenaje, Recolección periódica de basura, Un cuarto propio para dormir, Teléfono, Televisión, Calculadora, Computadora",Si,4,5,2,3,6–10 porciones,Más de 10,Más de 10,Más de 10,Más de 10,Más de 10,Más de 10,real
2227008,1996,Universidad.,"Más de $20,000","$3,001–6,000",Secundaria completa,Comerciante,Comerciante,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Teléfono celular",Si,2,6,1,1,1–2 porciones,1–2 porciones,,1–2 porciones,,1–2 porciones,,real
1515898,2000,No estoy estudiando actuamente.,"Más de $20,000","Más de $6,000",Preparatoria incompleta,Comerciante,Comerciante,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Calculadora",Si,3,4,3,0,1–2 porciones,1–2 porciones,1–2 porciones,3–5 porciones,3–5 porciones,1–2 porciones,3–5 porciones,real
2236673,2002,Universidad.,"$10,001–20,000","$3,001–6,000",Secundaria completa,Comerciante,Trabajo informal/obrera,0,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión, Videograbadora, Reproductor DVD, Calculadora, Computadora",Si,4,7,1,4,1–2 porciones,1–2 porciones,Nunca,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,real
2273728,2003,Universidad.,"Más de $20,000","$3,001–6,000",Preparatoria completa,Empleado,Empleada,0,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Calentador de gas para agua, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Videograbadora, Reproductor DVD, Calculadora, Computadora, Diccionario o enciclopedia",Si,3,5,2,4,6–10 porciones,6–10 porciones,3–5 porciones,3–5 porciones,6–10 porciones,6–10 porciones,6–10 porciones,real
2026353,2001,Universidad.,"$10,001–20,000","Más de $6,000",Secundaria completa,Comerciante,Comerciante,1,"Drenaje, Agua entubada, Alumbrado público, Un cuarto propio para dormir, Teléfono celular, Televisión, Computadora",Si,3,4,1,3,1–2 porciones,3–5 porciones,6–10 porciones,6–10 porciones,3–5 porciones,1–2 porciones,3–5 porciones,real
2326563,2005,Universidad.,"Menos de $5,000",No tengo ingresos,Preparatoria completa,Empleado,Desempleada,1,"Alumbrado público, Teléfono, Televisión, Computadora",Si,3,6,1,4,1–2 porciones,3–5 porciones,1–2 porciones,3–5 porciones,1–2 porciones,1–2 porciones,1–2 porciones,real
2273727,1997,Universidad.,"$5,001–10,000","$3,001–6,000",Preparatoria incompleta,Desempleado,Comerciante,0,"Drenaje, Agua entubada, Calentador de gas para agua, Calculadora",No,2,5,1,0,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,,,real
2227009,2001,Universidad.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Empleado,Desempleada,0,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Teléfono, Teléfono celular",Si,3,4,1,0,3–5 porciones,6–10 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,real
55486,2000,No estoy estudiando actuamente.,"Más de $20,000","Más de $6,000",Licenciatura incompleta,Empleado,Profesionista,2,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Calculadora, Computadora, Diccionario o enciclopedia, Suscripción a revista o periódico",Si,4,3,2,2,Más de 10,3–5 porciones,Nunca,Más de 10,1–2 porciones,1–2 porciones,1–2 porciones,real
2273709,2006,No estoy estudiando actuamente.,"$10,001–20,000","Más de $6,000",Secundaria incompleta,Empleado,Comerciante,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Calentador de gas para agua, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión, Calculadora, Diccionario o enciclopedia",Si,3,5,2,4,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,real
1516077,1999,Universidad.,"$5,001–10,000","Más de $6,000",Licenciatura completa,Empleado,Desempleada,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Teléfono, Teléfono celular, Televisión, Computadora",Si,1,2,1,0,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,real
1516877,2000,Universidad.,"$10,001–20,000","Más de $6,000",Licenciatura completa,Trabajo informal/obrero,Trabajo informal/obrera,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Un cuarto propio para dormir, Teléfono celular, Televisión, Computadora",Si,1,2,1,0,6–10 porciones,6–10 porciones,6–10 porciones,6–10 porciones,6–10 porciones,3–5 porciones,6–10 porciones,real
2026532,2002,Universidad.,"$5,001–10,000","$3,001–6,000",Secundaria incompleta,Comerciante,Desempleada,0,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono, Teléfono celular, Televisión, Calculadora, Computadora, Diccionario o enciclopedia",Si,3,4,1,2,6–10 porciones,6–10 porciones,6–10 porciones,6–10 porciones,3–5 porciones,6–10 porciones,1–2 porciones,real
2026640,2002,Universidad.,"$10,001–20,000","$3,001–6,000",Licenciatura completa,Profesionista,Profesionista,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono, Teléfono celular, Televisión, Calculadora, Computadora, Diccionario o enciclopedia",Si,4,4,2,0,Más de 10,6–10 porciones,Más de 10,Más de 10,Más de 10,Más de 10,Más de 10,real
2273729,2004,Universidad.,"$10,001–20,000","Menos de $3,000",Carrera técnica,Empleado,Empleada,1,"Agua entubada, Calles pavimentadas, Calentador de gas para agua, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Reproductor DVD, Calculadora, Computadora, Diccionario o enciclopedia",Si,5,5,2,2,1–2 porciones,3–5 porciones,6–10 porciones,3–5 porciones,3–5 porciones,3–5 porciones,Más de 10,real
2172882,2002,Universidad.,"Menos de $5,000","Menos de $3,000",Secundaria completa,Trabajo informal/obrero,Desempleada,0,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Calentador de gas para agua, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono celular, Televisión, Computadora",Si,3,7,2,0,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,real
2227011,1993,Universidad.,"Menos de $5,000","Menos de $3,000",Primaria completa,Desempleado,Trabajo informal/obrera,0,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono celular, Televisión, Computadora, Diccionario o enciclopedia",Si,4,4,1,0,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,real
2273722,2004,Universidad.,"$5,001–10,000","Menos de $3,000",Preparatoria completa,Desempleado,Empleada,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Computadora",Si,3,3,1,0,1–2 porciones,1–2 porciones,1–2 porciones,3–5 porciones,1–2 porciones,1–2 porciones,3–5 porciones,real
2273724,2003,Universidad.,"$5,001–10,000","Menos de $3,000",Preparatoria completa,Empleado,Desempleada,0,"Drenaje, Agua entubada, Alumbrado público, Teléfono celular, Televisión, Reproductor DVD, Calculadora, Computadora",Si,2,5,1,4,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,real
2426877,2006,Universidad.,"Más de $20,000","Menos de $3,000",Preparatoria incompleta,Comerciante,Comerciante,1,"Drenaje, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Computadora",Si,3,3,2,2,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,1–2 porciones,1–2 porciones,1–2 porciones,real
2140122,2006,Universidad.,"$10,001–20,000","Más de $6,000",Licenciatura incompleta,Empleado,Empleada,1,"Drenaje, Agua entubada, Alumbrado público, Calentador de gas para agua, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono, Teléfono celular, Televisión, Reproductor DVD, Calculadora, Computadora, Diccionario o enciclopedia",Si,4,4,2,1,3–5 porciones,1–2 porciones,3–5 porciones,1–2 porciones,1–2 porciones,3–5 porciones,1–2 porciones,real
2426874,2006,Universidad.,"$5,001–10,000","$3,001–6,000",Licenciatura completa,Empleado,Empleada,1,"Agua entubada, Alumbrado público, Calles pavimentadas, Calentador de gas para agua, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión por cable o satélite, Calculadora, Computadora",Si,3,4,1,0,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,real
2426795,2006,Universidad.,"Más de $20,000","Menos de $3,000",Licenciatura completa,Empleado,Desempleada,2,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Videograbadora, Reproductor DVD, Calculadora, Computadora, Diccionario o enciclopedia",Si,4,5,3,4,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,Nunca,Nunca,real
2117029,2006,Universidad.,"$10,001–20,000",No tengo ingresos,Carrera comercial,Comerciante,Desempleada,mas de 3,"Drenaje, Alumbrado público, Calles pavimentadas, Calentador de gas para agua, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono, Teléfono celular, Televisión, Videograbadora, Calculadora, Computadora",Si,5,5,2,2,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,real
2426887,2006,Universidad.,"Menos de $5,000",No tengo ingresos,Secundaria completa,Trabajo informal/obrero,Desempleada,0,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Teléfono celular",Si,3,10,2,4,Nunca,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,1–2 porciones,1–2 porciones,real
2426777,2006,Universidad.,"Más de $20,000","$3,001–6,000",Preparatoria completa,Trabajo informal/obrero,Trabajo informal/obrera,0,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Teléfono, Teléfono celular, Televisión, Calculadora, Computadora, Diccionario o enciclopedia",Si,3,6,1,5,3–5 porciones,6–10 porciones,6–10 porciones,6–10 porciones,Más de 10,Más de 10,Más de 10,real
2426802,2006,Universidad.,"$5,001–10,000","Menos de $3,000",Licenciatura completa,Trabajo informal/obrero,Profesionista,1,"Drenaje, Alumbrado público, Calles pavimentadas, Calentador de gas para agua, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Calculadora, Computadora, Diccionario o enciclopedia",Si,2,3,1,2,3–5 porciones,6–10 porciones,3–5 porciones,6–10 porciones,6–10 porciones,3–5 porciones,6–10 porciones,real
2017202,2005,Universidad.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Profesionista,Empleada,0,"Drenaje, Agua entubada, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Teléfono celular, Televisión",Si,2,5,1,0,6–10 porciones,1–2 porciones,3–5 porciones,6–10 porciones,6–10 porciones,1–2 porciones,3–5 porciones,real
2426888,2006,Universidad.,"$10,001–20,000",No tengo ingresos,Carrera técnica,Desempleado,Empleada,0,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Un cuarto propio para dormir, Teléfono celular, Calculadora, Computadora",Si,3,3,1,2,3–5 porciones,3–5 porciones,1–2 porciones,6–10 porciones,6–10 porciones,3–5 porciones,1–2 porciones,real
2018552,2005,Universidad.,"$5,001–10,000","Menos de $3,000",Licenciatura completa,Trabajo informal/obrero,Profesionista,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión, Calculadora, Computadora, Diccionario o enciclopedia",Si,3,6,1,6,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,real
2426814,011206,Universidad.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Comerciante,Desempleada,1,"Drenaje, Alumbrado público, Calles pavimentadas, Teléfono celular",Si,2,4,1,0,1–2 porciones,1–2 porciones,1–2 porciones,3–5 porciones,3–5 porciones,1–2 porciones,1–2 porciones,real
2426799,2006,Universidad.,"$5,001–10,000",No tengo ingresos,Licenciatura completa,Profesionista,Profesionista,1,"Drenaje, Alumbrado público, Calles pavimentadas, Calentador de gas para agua, Un lugar exclusivo para estudiar, Teléfono celular, Televisión, Computadora, Diccionario o enciclopedia",Si,4,5,2,3,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,real
2426846,2005,Universidad.,"$5,001–10,000",No tengo ingresos,Preparatoria incompleta,Empleado,Desempleada,0,"Drenaje, Agua entubada, Alumbrado público, Calentador de gas para agua, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Diccionario o enciclopedia",Si,2,4,1,0,1–2 porciones,3–5 porciones,1–2 porciones,6–10 porciones,6–10 porciones,1–2 porciones,1–2 porciones,real
2426891,2006,Universidad.,"Menos de $5,000","Menos de $3,000",Preparatoria incompleta,Empleado,Empleada,0,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión por cable o satélite, Calculadora, Computadora",Si,2,3,1,2,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,real
2426754,2005,Universidad.,"Menos de $5,000","Menos de $3,000",Secundaria incompleta,Empleado,Empleada,0,"Drenaje, Agua entubada, Recolección periódica de basura, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión, Computadora",Si,2,4,1,0,3–5 porciones,6–10 porciones,6–10 porciones,1–2 porciones,3–5 porciones,1–2 porciones,3–5 porciones,real
2426915,2006,Universidad.,"$5,001–10,000","Menos de $3,000",Licenciatura incompleta,Trabajo informal/obrero,Empleada,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Calentador de gas para agua, Un lugar exclusivo para estudiar, Teléfono, Teléfono celular, Televisión",Si,5,9,3,6,3–5 porciones,6–10 porciones,3–5 porciones,6–10 porciones,6–10 porciones,1–2 porciones,1–2 porciones,real
2426926,2006,Universidad.,"$5,001–10,000","Menos de $3,000",Preparatoria incompleta,Trabajo informal/obrero,Trabajo informal/obrera,1,"Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión",Si,4,4,2,2,1–2 porciones,1–2 porciones,Más de 10,3–5 porciones,3–5 porciones,6–10 porciones,6–10 porciones,real
2426843,2006,Universidad.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Empleado,Desempleada,0,"Drenaje, Calles pavimentadas, Recolección periódica de basura, Teléfono celular, Televisión, Computadora, Diccionario o enciclopedia",Si,1,4,1,0,1–2 porciones,Más de 10,1–2 porciones,3–5 porciones,6–10 porciones,3–5 porciones,1–2 porciones,real
2117116,2006,Universidad.,"$5,001–10,000","Menos de $3,000",Licenciatura incompleta,Empleado,Desempleada,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Teléfono, Teléfono celular, Televisión, Calculadora, Computadora, Diccionario o enciclopedia",Si,3,5,1,2,1–2 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,1–2 porciones,real
2426785,2005,Universidad.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Empleado,Comerciante,1,"Calentador de gas para agua, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión, Computadora",Si,2,5,1,0,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,real
2143888,2006,Universidad.,"$5,001–10,000","Menos de $3,000",Licenciatura incompleta,Empleado,Empleada,1,"Drenaje, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Teléfono celular, Televisión, Calculadora, Computadora, Diccionario o enciclopedia",Si,2,3,1,1,1–2 porciones,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,real
2527321,2004,Universidad.,"$10,001–20,000","Menos de $3,000",Primaria incompleta,Trabajo informal/obrero,Empleada,1,"Drenaje, Agua entubada, Alumbrado público, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Calculadora, Computadora, Diccionario o enciclopedia",Si,7,11,2,5,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,real
2426762,2005,Universidad.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Desempleado,Desempleada,0,"Drenaje, Teléfono celular, Televisión, Computadora",Si,4,6,1,0,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,real
2426736,2006,Universidad.,"Menos de $5,000",No tengo ingresos,Preparatoria completa,Comerciante,Desempleada,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Calculadora, Computadora, Diccionario o enciclopedia",Si,2,5,1,3,1–2 porciones,6–10 porciones,6–10 porciones,6–10 porciones,6–10 porciones,3–5 porciones,3–5 porciones,real
2117542,2006,Universidad.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Trabajo informal/obrero,Trabajo informal/obrera,0,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Teléfono celular, Televisión, Calculadora, Computadora, Diccionario o enciclopedia",Si,2,3,1,1,1–2 porciones,3–5 porciones,1–2 porciones,3–5 porciones,6–10 porciones,6–10 porciones,1–2 porciones,real
2426791,2004,Universidad.,"$5,001–10,000","Menos de $3,000",Secundaria incompleta,Empleado,Comerciante,1,"Drenaje, Agua entubada, Alumbrado público, Calentador de gas para agua, Un cuarto propio para dormir, Teléfono celular, Televisión, Televisión por cable o satélite, Computadora, Diccionario o enciclopedia",Si,3,4,1,4,1–2 porciones,6–10 porciones,3–5 porciones,6–10 porciones,3–5 porciones,1–2 porciones,1–2 porciones,real
2426839,2006,Universidad.,"$5,001–10,000",No tengo ingresos,Licenciatura completa,Empleado,Empleada,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Teléfono celular, Televisión, Calculadora",Si,2,6,0,0,1–2 porciones,1–2 porciones,1–2 porciones,3–5 porciones,6–10 porciones,1–2 porciones,1–2 porciones,real
2426921,2006,Universidad.,"$10,001–20,000","Menos de $3,000",Secundaria completa,Empleado,Trabajo informal/obrera,0,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión, Calculadora, Computadora, Diccionario o enciclopedia",Si,2,5,1,3,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,real
2426881,2006,Universidad.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Empleado,Empleada,1,"Drenaje, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Un cuarto propio para dormir, Teléfono celular, Televisión",Si,3,5,1,2,1–2 porciones,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,real
2426857,2006,Universidad.,"Menos de $5,000",No tengo ingresos,Secundaria completa,Empleado,Comerciante,0,"Drenaje, Calles pavimentadas, Un cuarto propio para dormir, Teléfono celular, Televisión, Computadora",Si,3,4,1,2,1–2 porciones,3–5 porciones,Nunca,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,real
